Name,Phone,Website,Area,Address,City,Pincode,India,Image,Category,About
Eduwizz Academy                  ,N/A,N/A,Civil Lines,"East To MLA Hostel, Civil Lines",Delhi, 440001,India,https://www.myprivatetutor.com/userfiles/centers/center1453702157.jpg,"All Subjects, English, Mathematics, Physics, Biology, Chemistry, Electrical, Electronics, Mechanical, AIEEE, CET, IIT JEE Mains, Polytechnic Entrance","Eduwizz Academy is a Nagpur based reputed training center. We provide tuitions for 8th to 11th for CBSE Board and Plus two level coaching for State board is cpnducted. Test preparation is done in areas of JEE, PMT, MHT-CET, NTSE, MTSE, IIT with good results till date."
Icon Institute Of Information Technology                  ,N/A,N/A,Ghansoli,"Ground Floor, Pawansut Apartments, Deo Nagar Square",Delhi, 440015,India,https://www.myprivatetutor.com/userfiles/centers/center1449929834.png,"CET, Graphic Designing, Web Designing, Medical Entrance Exams, .Net, C, C++, C# (C Sharp), Java and J2EE, Perl Programming, Shell Scripting","

		Academic interactions, assessments

		Detailed learning process

		Pupil-centered approach

		Updated study material

		Committed and qualified faculty
"
Nikunjesvari Classes                  ,N/A,N/A,Dhantoli,"Flat No.7, Vidya Appt, Near Devi Ahilya Mandir, Dhantoli",Delhi, 440012,India,,"Algebra, Hindi, Mathematics, Physics, Electronics, Basic Computer","
	An engineering professor master in science and technology is now into school teaching so as to give the strong basic knowledge to the students of Nagpur. We  are always there to guide students in choosing a right course and right university at right the time. They get their doubts cleared by our highly professional faculty."
Cadd Center                  ,N/A,N/A,Dharampeth,"98 2nd Floor Paradise Opposite Tanishq Jewellers Mata Mandhir Road, Mata Mandhir Road, Dharampeth",Delhi, 440010,India,,"Auto CAD, Civil, Drawing, Mechanical, Spoken English, Business English, Corporate Communication, AutoCAD  Training, Fashion Designing, Software Engineering, B.Tech Tuition, M.Tech Tuition, MBA, PG Diploma","
	As Asia 's biggest network of CAD training centres, CADD centre Training Services is the training arm of the 25-year-old CADD Centre Group, head quarter atChennai, India. We, being the only company in India to offer an end-to-end solution to CAD users,s pecialize in computer Aided Design(CAD),Computer Aided Engineering (CAE) and Computer Aided Manufacturing (CAM) with our wongs spread across the globe, We have the resources and the reach. With over 400 franchise partners across Bahrain, Bangladesh, Bhutan, Dubai, India, Malaysia, Maldives, Nigeria, Oman, Qatar, Sharjah and Sri Lanka1, in the last 25 years, CADD Centre has excelled in training over 8,00,000 engineers, graphic artists and management professionals, who are employed in over 50 countries. The world is changing. The future is a complicated and competitive place! Do you have the skills and knowledge to help move the worlds to the future? "
Sathe Spoken English                  ,N/A,N/A,Anant Nagar,"New Mondha, Anna Bhau Sathe Corner Nanded",Delhi, 431605,India,https://www.myprivatetutor.com/userfiles/centers/center1442070296.jpg,"Effective Communication, IELTS, Spoken English, TOEFL, English, Leadership Skills, Marketing Training, Sales Training, Typing & Shorthand","Sathe spoken English is an institute where language learning is fun. the teaching methods are based on IELTS and TOEFL. Sathe Spoken English, the only class in Nanded for accent. The teaching in Sathe Spoken English is four dimensional that is we give equal importance to Listening, Reading, Writing and Speaking."
Rai Coaching Classes                  ,N/A,N/A,Somalwada,"45/46 Bhosle Nagar, Sakkardara",Delhi, 440024,India,https://www.myprivatetutor.com/userfiles/centers/center143571743610388.jpg,"All Subjects, TOEFL, Spoken English",Rai Coaching Classes build your childs character to help them succeed in their life. The seeds of character have to be planted in this age. Our Personal Mentoring makes your child confident and become responsible. Join our programmes and start building yourself !
Newtech Institute                  ,N/A,N/A,Ram Nagar,Plot No 165 Near Nairsons Coal Services Office Behind Dande Hospital Ramnagar,Delhi, 440033,India,,"All Subjects, English, Mathematics, Physics, Algebra, Electrical, Electronics","
	Our success is the result of our dedicated efforts directed towards well planned arrangements. We have Conceptual learning approach, in depth knowledge of subjects with special concern on fundamentals, objective and subjective test every week with orals and quizzes, only 20 students per batch to extend proper and personal support to every students, monthly progress report, doubt clearing sessions and free demo lectures only confirm your admission after you satisfied."
Newtech Coaching Classes                  ,N/A,N/A,Ram Nagar,"Plot No.165 Behind Dande Hospital, Near Nair And Son's Coal Services, Ramnagar",Delhi, 440033,India,,"English, Mathematics, Physics, Zoology, Electronics","Newtech Coaching Classes is offering 5th to 12th subjects in Science, English, Engineering, Polytechnic, Mechanics, Electronics etc. Each subject programme is guided by has experienced teachers. Each of our student get the requisite attention so that they can rectify their problem areas and strengthen their positive qualities."
Mad Engineers Nagpur                  ,N/A,N/A,Laxminagar,"First Floor 30 Shewalkar Gardens , South Ambazari Road Gopal Nagar",Delhi, 440022,India,https://www.myprivatetutor.com/userfiles/centers/center1423832297.png,"Civil, Mechanical",Scientific approach towards learning technical subjects for Diploma in Mechanical Engineering and Diploma in Civil Engineering. Teaching Diploma Students (Civil and Mechanical) for many years.. We focus on scoring in exams along with understanding the subject. Taught more than 500 students. Small batch sizes for greater attention to students needs. Special techniques and tricks to use while appearing for exams.
Icfe Nagpur                  ,N/A,N/A,Vijay Nagar,"Plot No-6/A, House No. 719/D, Vijay Nagar, Opposite Kindergarten School, Chhaoni",Delhi, 440013,India,https://www.myprivatetutor.com/userfiles/centers/centers14230474017688.jpg,"B.Com Tuition, B.Sc Tuition, BA Tuition, Banking & Finance, BBA, BCA, M.Tech Tuition, MBA, MCA, Interview Skills, Personality Development, Resume Writing, English","ICFE Nagpur, an institute dedicated to advanced learning, personal and community development, and the transformation of lives. We are committed to sustaining rigor in our work-holding high standards and expectations for both our students and for ourselves and approaching our work with compassion-working with integrity and caring, accepting people where they are and moving them forward without sacrificing standards or expectations. We are offering comprehensive programmes in BBA, BCA, MBA, MCA, MCom, BCom, BTech, MTech, MA, BA, BSc etc."
Mahendras Nagpur                  ,N/A,N/A,Gandhi Nagar,"Plot No. 15, Hill Road, Opposite Nit Complex, Near Maruti Suzuki Service Centre, Gandhinagar, Near Ramnagar",Delhi, 440010,India,https://www.myprivatetutor.com/userfiles/centers/center1420719730.jpg,"Basic Computer, MS Office, Tally ERP 9, Corporate Communication, Effective Communication, Spoken English, Interview Skills, Presentation Skills, Public Speaking, Soft Skills, GATE Exam, GRE, TOEFL, Telephonic Skills","
	Mahendra’s Nagpur helps you building your life the way you want. We give intensive coaching to the students preparing for bank and insurance competitive examinations. Guidance to them is provided by our experienced and qualified teachers. Detailed study material is provided to all the students."
Atlanta Computer Institute                  ,N/A,N/A,Dharampeth,"2nd Floor, Shivaji Complex, Near Coffee House And Bank Of Baroda, WHC Road, Dharampeth",Delhi, 440010,India,https://www.myprivatetutor.com/userfiles/centers/center1453464882.jpg,"3D Animation, Digital Marketing, Tally ERP 9, Web Designing, Corporate Communication, IELTS, Spoken English, TOEFL, Auto CAD, Computer Hardware, MATLAB Training, VLSI Designing Training, BCA, M.Sc Tuition, MBA, MCA, Study in Canada, Study in Europe, Study in Germany, Study in USA","
	Atlanta Computer Institute in Nagpur is central Indias leading and best Computer Education Institute in Nagpur. Atlanta Computer Institute Nagpur centers has been conducting training classes for many years.  Project guidance is provided for final year students. Crash and Fast Track and regular batches for every course is available. New batches for all courses are started every month on every Mondays and Wednesdays."
Suyash Study Center                  ,N/A,N/A,Abhyankar Nagar,25 - A Dongre Layout,Delhi, 440010,India,,"Chemistry, Economics, Mathematics, Physics, Accountancy, Commerce Subjects, IIT JEE Mains, Computer Science, Electronics, Computer, Mechanical",Suyash study center has a plethora of courses on offer. We cater to a wide ranges of students ranging from students to professionals. Our very able instructors are always there to support the students with all their educational requirements. Students have found our classes an enriching experience and been able to perform very well in their examinations.
Parshwa Educations                  ,N/A,N/A,Dharampeth,"Shreeman Yogi Apartment, 46 Khare Town",Delhi, 440010,India,,"Zoology, Statistics, Spoken English, Sociology, Social Studies, Science, School level computer, Public Speaking, Psychology, Political Science, Physiology, IIT JEE Mains, Physics, Philosophy, Mathematics, Logic, Language, IT & Computer Subjects, History, Hindi, Geography, Food & Nutrition, Fashion S... More [+]","
	Our mission is to empower every student to build stronger concepts and help make them more confident to face any future academic challenges in future. 2nd to 12th coaching State & CBSE Board, Sanskrit classes, English Speaking, Test Series, concept clearing, crash course coaching for 9th 10th SA - II Coaching for PMT & JEE Main, Vedic Math, Abacus, Calligraphy, Handwriting, Drawing classes, Elementary & Intermediate ( Grade Exam), Art of Acting, Art of Anchoring, Art of Teaching are some of the programmes offered by the centre."
Dhole Academy Rama Coaching Classes                  ,N/A,N/A,Gittikhadan,Gittikhadan Katol Road Near Hanuman Temple Nagpur- 440013,Delhi, 440013,India,,"Physics, Mathematics, Chemistry, Biology, Hindi","
	This is a place where teachers are committed to the betterment of your studies. All subjects at school level are taught here and the students get to have a good grasp over them. Through expert lecturers in easy to understand mode, monitoring of individual students problem areas and rectification, ample practice sessions and the like are done."
Nitesh Yelore                  ,N/A,N/A,Wanadongri,"SURYODAYA SCIENCE ACADEMY Opposite To Ycce,near Wanadongari Bus Stop,",Delhi,,India,,"Zoology, Statistics, Sociology, Psychology, Political Science, Physiology, IIT JEE Mains, Physics, Philosophy, Mathematics, Logic, IT & Computer Subjects, History, Hindi, Geography, Food & Nutrition, Fashion Study, EVS, English, Education, Economics, Costing, Commerce Subjects, Chemistry, Business S... More [+]","NITESH YELORE - CHEM-8600504467
CHANDRASHEKHAR YELORE - MATHS-9503670091
KIRAN KLATARE  - PHY"
G P T Classes                  ,N/A,N/A,Rajnagar,Flat No 207 Suraj Appartment Chhaoni,Delhi, 440013,India,,"Science, Physics, Mathematics, Language, History, Hindi, Geography, EVS, English, Computer, Chemistry, Biology, All Subjects, Zoology, Social Studies, School level computer, Economics, Commerce Subjects, Bengali, Accountancy, Statistics, Sociology, Psychology, Political Science, Physiology, Philosop... More [+]","
	Welcome to the world of G P T Classes, a fresh take on the practice of tuitions . An ambiance specifically created to absorb all your stress and help you relax, unwind and study in the best possible environment.G P T Classes, teaching and learning are like two sides of the same coin: one does not have any value without the other. We Endeavour to impart quality education through consistent and effective teaching, insightful study material and frequent testing and revision activity. These are critically and periodically analysed to ensure that they are comprehensive and responsive to student needs."
Bits Classes                  ,N/A,N/A,Rajnagar,"20, Shirke Lay Out Rajnagar,katol Road",Delhi, 471625,India,,"Mathematics, English, History, Geography, Accountancy, Botany, Business Maths, Chemistry, Costing, Economics, Education, Hindi, Physics, Physiology, Political Science, Psychology, Sociology, Zoology, Biology, Statistics, IIT JEE Mains, EVS, Food & Nutrition, Business Studies, Philosophy, Commerce Su... More [+]","
	Bits Classes was established with the vision.It had a very humble beginning with a vision to provide an ideal launch pad to sincere students. The success of students is inspiring, and so is their faith in us. It is this faith that acts as a catalyst for our emergence as a most trusted and preferred name. Our faculty comprises highly experienced teachers who design the course curriculum and develop the course material based on extensive analysis of exam's pattern over the years and the latest developments in the subject areas. Bits Classes also helps its students in career counseling to opt for a suitable career option and provides necessary information for various competitive examinations.Time to time Bits Classes organizes motivational and personality development sessions to make the students prepare for interviews and writing skill. 'Bits Classes felicitates its meritorious students to create a competitive environment within the campus."
