Name,Phone,Website,Area,Address,City,Pincode,India,Image,Category,About
Vidyashree Classes                  ,N/A,N/A,Nerul,"F2/ A2, 1ST Floor, Akarshana Apartment, Above TATA DOCOMO Gallery, Sector-15, Opp. Nerul Railway Station, Nerul (E)
Navi Mumbai -400706",Delhi, 400706,India,,"Civil, Electrical, Electronics, IT, Mechanical","F2/ A2, 1ST Floor, Akarshana Apartment, Above TATA DOCOMO Gallery, Sector-15, Opp. Nerul Railway Station, Nerul (E)
Navi Mumbai -400706"
Kids Campus                  ,N/A,N/A,Kharghar,"Sector 12,KHARGHAR",Delhi, 410210,India,,N/A,"Sector 12,KHARGHAR"
Arvind Tutorials                  ,N/A,N/A,New Panvel,"Plot-6, Road-14, Sector-19, New Panvel",Delhi, 410206,India,https://www.myprivatetutor.com/userfiles/centers/center1455420564.jpg,"Biology, Chemistry, Mathematics, Physics, All Subjects, AIEEE, CET, IIT JEE Mains","

		In-depth knowledge

		Premium quality learning

		Caring tutors

		Pupil-centered approach

		Updated study material

		Wonderful learning environment. 
"
United Sp Group Tuitions                  ,N/A,N/A,Nerul,"A-702, Ganpati Complex, Plot No. 105, Sector 27, Nerul",Delhi, 400706,India,,"CA - CPT, CA - IPCC, CMA Foundation, CS - Foundation, Accountancy, Business Maths, Commerce Subjects, Economics","

		Mock tests 

		One to one tutoring experience 

		Competent teachers 

		Well equipped labs 
"
Career Xchange                  ,N/A,N/A,Airoli,Mumbai,Delhi, 400710,India,,"BBA, MBA, Management Subjects","

		Technological Monitoring 

		Subject Specialization 

		Quality Assurance Performance Analysis 
"
Satyam Institute                  ,N/A,N/A,Cbd-belapur,G 204 2nd Floor Belapur Railway Station Complex CBD Belapur,Delhi, 400614,India,,"Advanced Excel, Computer for official job, Tally ERP 9, Microsoft Certification, Accounts","
	Satyam Institute is a ISO 9001-2008 Certified Institute with Recognition from India and Maharashtra Government. We have Best CA teachers with huge practical & Teaching Experience. The Certificates given from our end is valid in Employment Exchange of India. It is a reputed tutorial/coaching based in the city of Navi Mumbai for computer related segment/subjects."
Coder Technologies                  ,N/A,N/A,Vashi,Thane & Vashi,Delhi, 400705,India,https://www.myprivatetutor.com/userfiles/centers/center1450948500.jpg,".Net, Java and J2EE, Computer for official job, Sun Certification, Software Engineering","
	Welcome to the world of CODER Technologies, a fresh take on the practice of tuitions . An ambiance specifically created to absorb all your stress and help you relax, unwind and study in the best possible environment.CODER Technologies, teaching and learning are like two sides of the same coin: one does not have any value without the other. We Endeavour to impart quality education through consistent and effective teaching, insightful study material and frequent testing and revision activity. These are critically and periodically analysed to ensure that they are comprehensive and responsive to student needs."
Varshney Infotech                  ,N/A,N/A,Airoli,"Optimism Varshney Infotech
Shop No.5, Ashapura Park, 
Sector 19th, 
Airoli",Delhi, 400708,India,https://www.myprivatetutor.com/userfiles/centers/center1446022407.jpg,"Java and J2EE, Programming Language, Selenium Training, Software Testing","
	State of the art technology

	Expert trainers

	Grooming sessions

	Attention to each student"
Career Desk                  ,N/A,N/A,Vashi,"34, Ground Floor, Arenja Corner, Sector 17",Delhi, 400705,India,https://www.myprivatetutor.com/userfiles/centers/center1445847112.jpg,"Bank Clerical, Bank PO, IAS Preparation, IBPS, IES Exam, Police Department Exam, SBI Exam, SSC Exams, UPSC Exam","
	Welcome to Career Desk. Here we focus on a complete career and personality development of an individual. Career Desk offers quality coaching in Bank (PO/Clerk) Exams, Staff Selection Commission Exams, UPSC (IAS/IPS) exams only. Career Desk is managed by professionals who have rich experience in this industry. Many good students who aspire get cheated to the false promises given by the coaching institutes. Career Desk is for those who are serious and wish to make their passions, dreams come true."
Vidyashree Classes                  ,N/A,N/A,Nerul,"B-113/115, !st Flroo, Nerul Railway Station Complex, Nerul East",Delhi, 400706,India,https://www.myprivatetutor.com/userfiles/centers/center1445834484.jpg,"Electronics, Mathematics","Degree Engineering 
F.E./S.E./T.E./B.E.
Diploma Engineering 
F.Y./S.Y./T.Y.
All Subjects / All Branches"
Go2career                  ,N/A,N/A,Kharghar,"Shelter Complex, Shop No. 7, Sector 8, Kharghar, Navi Mumbai",Delhi, 410210,India,https://www.myprivatetutor.com/userfiles/centers/center1444218713.png,"ACCA, CA - CPT, CA - Final, CA - IPCC, CFA, CFP, CIMA Certification, CMA Final, CMA Foundation, CMA Intermediate, CMA-CPA-ACCA-CIMA, CPFA, CS - Executive, CS - Foundation, CS Professional, Direct Tax Laws, ICWA & ICWAI, Accountancy, Business Maths, Business Organisation, Business Studies, Commerce S... More [+]","
	We provide comprehensive CA training programme in all its three stages. Our trainings are customized as per the students abilities. Our expert faculties provide simple language class lectures, doubt clarification and regular evaluation is done. Attention to each students progress is given."
Swan Tutors Online Pvt Ltd                  ,N/A,N/A,Airoli,"Navi Mumbai H.o : Flat No:220, 427 And 428; Kubera Towers Opp. Tajmahal Hotel Narayanaguda, Himayatnagar Hyderabad, Pin Code: 500 029 India",Delhi, 400705,India,https://www.myprivatetutor.com/userfiles/centers/center1443439265.jpg,"Abacus Training, All Subjects, Biology, Chemistry, Computer, Olympiad Exam Preparation, Communicative English, English, EVS, Geography, Hindi, History, Language, Mathematics, Mental Maths, Physics, Robotics, Science, Special Education, Spell Bee Training, Accountancy, Algebra, Anatomy, Anthropology,... More [+]","
	Swan Tutors Online Pvt Ltd is a virtual platform for: "
